기준시간,광역시도,사망자,확진자,전일대비,격리해제,격리중,지역발생,해외유입,10만명당
2020-10-09,대전,5,382,5,350,27,5,0,25.91
2020-10-09,광주,3,496,0,489,4,0,0,34.05
2020-10-09,인천,8,956,0,873,75,0,0,32.34
2020-10-09,대구,196,7138,1,6927,15,0,1,292.96
2020-10-09,부산,4,478,5,394,80,5,0,14.01
2020-10-09,서울,62,5485,22,4846,577,17,5,56.35
2020-10-09,합계,428,24476,54,22569,1479,38,16,47.21
2020-10-08,검역,0,1563,3,1405,158,0,3,-
2020-10-08,제주,0,59,0,59,0,0,0,8.80
2020-10-08,경남,0,295,3,283,12,1,2,8.78
2020-10-08,경북,56,1568,1,1464,48,1,0,58.89
2020-10-08,전남,2,173,0,158,13,0,0,9.28
2020-10-08,전북,0,149,0,114,35,0,0,8.20
2020-10-08,충남,6,491,0,446,39,0,0,23.13
2020-10-08,충북,1,177,1,154,22,0,1,11.07
2020-10-08,강원,3,224,0,217,4,0,0,14.54
2020-10-08,경기,80,4589,24,4125,384,22,2,34.63
2020-10-08,세종,0,78,0,72,6,0,0,22.79
2020-10-08,울산,2,154,0,141,11,0,0,13.43
2020-10-08,대전,4,377,7,347,26,7,0,25.57
2020-10-08,광주,3,496,0,489,4,0,0,34.05
2020-10-08,인천,8,956,5,862,86,5,0,32.34
2020-10-08,대구,196,7137,0,6926,15,0,0,292.92
2020-10-08,부산,4,473,5,392,77,5,0,13.86
2020-10-08,서울,62,5463,20,4809,592,19,1,56.13
2020-10-08,합계,427,24422,69,22463,1532,60,9,47.10
2020-10-07,검역,0,1560,7,1405,155,0,7,-
2020-10-07,제주,0,59,0,59,0,0,0,8.80
2020-10-07,경남,0,292,0,283,9,0,0,8.69
2020-10-07,경북,56,1567,0,1461,50,0,0,58.85
2020-10-07,전남,2,173,0,157,14,0,0,9.28
2020-10-07,전북,0,149,8,114,35,6,2,8.20
2020-10-07,충남,6,491,0,440,45,0,0,23.13
2020-10-07,충북,1,176,0,151,24,0,0,11.00
2020-10-07,강원,3,224,0,216,5,0,0,14.54
2020-10-07,경기,79,4565,53,4098,388,49,4,34.45
2020-10-07,세종,0,78,1,72,6,0,1,22.79
2020-10-07,울산,2,154,1,140,12,0,1,13.43
2020-10-07,대전,4,370,2,345,21,2,0,25.10
2020-10-07,광주,3,496,0,487,6,0,0,34.05
2020-10-07,인천,8,951,6,858,85,5,1,32.17
2020-10-07,대구,196,7137,1,6921,20,1,0,292.92
2020-10-07,부산,4,468,2,391,73,2,0,13.72
2020-10-07,서울,61,5443,33,4736,646,29,4,55.92
2020-10-07,합계,425,24353,114,22334,1594,94,20,46.97
2020-10-06,검역,0,1553,5,1401,152,0,5,-
2020-10-06,제주,0,59,0,58,1,0,0,8.80
2020-10-06,경남,0,292,0,282,10,0,0,8.69
2020-10-06,경북,56,1567,0,1459,52,0,0,58.85
2020-10-06,전남,2,173,0,157,14,0,0,9.28
2020-10-06,전북,0,141,9,112,29,9,0,7.76
2020-10-06,충남,6,491,0,435,50,0,0,23.13
2020-10-06,충북,1,176,0,146,29,0,0,11.00
2020-10-06,강원,3,224,0,214,7,0,0,14.54
2020-10-06,경기,77,4512,35,4058,377,34,1,34.05
2020-10-06,세종,0,77,0,69,8,0,0,22.49
2020-10-06,울산,2,153,1,140,11,1,0,13.34
2020-10-06,대전,4,368,3,337,27,2,1,24.96
2020-10-06,광주,3,496,0,485,8,0,0,34.05
2020-10-06,인천,8,945,4,848,89,4,0,31.97
2020-10-06,대구,195,7136,0,6920,21,0,0,292.88
2020-10-06,부산,4,466,3,378,84,3,0,13.66
2020-10-06,서울,61,5410,15,4584,765,13,2,55.58
2020-10-06,합계,422,24239,75,22083,1734,66,9,46.75
2020-10-05,검역,0,1548,2,1391,157,0,2,-
2020-10-05,제주,0,59,0,56,3,0,0,8.80
2020-10-05,경남,0,292,1,281,11,0,1,8.69
2020-10-05,경북,56,1567,1,1453,58,1,0,58.85
2020-10-05,전남,2,173,0,156,15,0,0,9.28
2020-10-05,전북,0,132,3,112,20,2,1,7.26
2020-10-05,충남,6,491,2,431,54,2,0,23.13
2020-10-05,충북,1,176,1,144,31,0,1,11.00
2020-10-05,강원,3,224,0,212,9,0,0,14.54
2020-10-05,경기,77,4477,27,4021,379,25,2,33.79
2020-10-05,세종,0,77,1,68,9,0,1,22.49
2020-10-05,울산,2,152,4,140,10,4,0,13.25
2020-10-05,대전,4,365,1,334,27,1,0,24.76
2020-10-05,광주,3,496,0,481,12,0,0,34.05
2020-10-05,인천,8,941,5,836,97,5,0,31.83
2020-10-05,대구,195,7136,1,6920,21,0,1,292.88
2020-10-05,부산,4,463,5,375,84,5,0,13.57
2020-10-05,서울,61,5395,19,4475,859,19,0,55.43
2020-10-05,합계,422,24164,73,21886,1856,64,9,46.61
2020-10-04,검역,0,1546,9,1389,157,0,9,-
2020-10-04,제주,0,59,0,56,3,0,0,8.80
2020-10-04,경남,0,291,0,281,10,0,0,8.66
2020-10-04,경북,56,1566,4,1452,58,3,1,58.82
2020-10-04,전남,2,173,0,156,15,0,0,9.28
2020-10-04,전북,0,129,0,112,17,0,0,7.10
2020-10-04,충남,6,489,0,428,55,0,0,23.04
2020-10-04,충북,1,175,2,144,30,1,1,10.94
2020-10-04,강원,3,224,0,212,9,0,0,14.54
2020-10-04,경기,77,4450,16,4004,369,14,2,33.58
2020-10-04,세종,0,76,0,68,8,0,0,22.20
2020-10-04,울산,2,148,1,140,6,1,0,12.90
2020-10-04,대전,4,364,2,333,27,2,0,24.69
2020-10-04,광주,3,496,1,481,12,0,1,34.05
2020-10-04,인천,8,936,6,831,97,5,1,31.66
2020-10-04,대구,195,7135,2,6918,22,0,2,292.84
2020-10-04,부산,4,458,5,374,80,5,0,13.42
2020-10-04,서울,60,5376,16,4466,850,16,0,55.23
2020-10-04,합계,421,24091,64,21845,1825,47,17,46.47
2020-10-03,검역,0,1537,14,1389,148,0,14,-
2020-10-03,제주,0,59,0,56,3,0,0,8.80
2020-10-03,경남,0,291,0,279,12,0,0,8.66
2020-10-03,경북,56,1562,2,1449,57,2,0,58.67
2020-10-03,전남,2,173,3,156,15,0,3,9.28
2020-10-03,전북,0,129,1,111,18,0,1,7.10
2020-10-03,충남,6,489,1,428,55,1,0,23.04
2020-10-03,충북,1,173,1,144,28,0,1,10.82
2020-10-03,강원,3,224,0,212,9,0,0,14.54
2020-10-03,경기,77,4434,10,3976,381,8,2,33.46
2020-10-03,세종,0,76,0,68,8,0,0,22.20
2020-10-03,울산,2,147,0,139,6,0,0,12.82
2020-10-03,대전,4,362,2,333,25,1,1,24.56
2020-10-03,광주,3,495,0,478,14,0,0,33.98
2020-10-03,인천,8,930,7,830,92,7,0,31.46
2020-10-03,대구,195,7133,0,6917,21,0,0,292.76
2020-10-03,부산,4,453,8,366,83,8,0,13.28
2020-10-03,서울,59,5360,26,4456,845,25,1,55.07
2020-10-03,합계,420,24027,75,21787,1820,52,23,46.20
2020-10-03,검역,0,1537,14,1389,148,14,0,-
2020-10-03,제주,0,59,0,56,3,0,0,8.80
2020-10-03,경남,0,291,0,279,12,0,0,8.66
2020-10-03,경북,56,1562,2,1449,57,0,2,58.67
2020-10-03,전남,2,173,3,156,15,3,0,9.28
2020-10-03,전북,0,129,1,111,18,1,0,7.10
2020-10-03,충남,6,489,1,428,55,0,1,23.04
2020-10-03,충북,1,173,1,144,28,1,0,10.82
2020-10-03,강원,3,224,0,212,9,0,0,14.54
2020-10-03,경기,77,4434,10,3976,381,2,8,33.46
2020-10-03,세종,0,76,0,68,8,0,0,22.20
2020-10-03,울산,2,147,0,139,6,0,0,12.82
2020-10-03,대전,4,362,2,333,25,1,1,24.56
2020-10-03,광주,3,495,0,478,14,0,0,33.98
2020-10-03,인천,8,930,7,830,92,0,7,31.46
2020-10-03,대구,195,7133,0,6917,21,0,0,292.76
2020-10-03,부산,4,453,8,366,83,0,8,13.28
2020-10-03,서울,59,5360,26,4456,845,1,25,55.07
2020-10-03,합계,420,24027,75,21787,1820,23,52,46.20
2020-10-02,검역,0,1523,6,1389,134,0,6,-
2020-10-02,제주,0,59,0,55,4,0,0,8.80
2020-10-02,경남,0,291,0,278,13,0,0,8.66
2020-10-02,경북,56,1560,4,1448,56,4,0,58.59
2020-10-02,전남,2,170,0,156,12,0,0,9.12
2020-10-02,전북,0,128,0,111,17,0,0,7.04
2020-10-02,충남,6,488,1,425,57,1,0,22.99
2020-10-02,충북,1,172,0,144,27,0,0,10.75
2020-10-02,강원,3,224,0,212,9,0,0,14.54
2020-10-02,경기,75,4424,19,3948,401,19,0,33.39
2020-10-02,세종,0,76,0,68,8,0,0,22.20
2020-10-02,울산,2,147,0,137,8,0,0,12.82
2020-10-02,대전,4,360,0,333,23,0,0,24.42
2020-10-02,광주,3,495,0,478,14,0,0,33.98
2020-10-02,인천,8,923,4,827,88,4,0,31.22
2020-10-02,대구,195,7133,0,6917,21,0,0,292.76
2020-10-02,부산,4,445,18,362,79,16,2,13.04
2020-10-02,서울,57,5334,11,4445,832,9,2,54.80
2020-10-02,합계,416,23952,63,21733,1803,53,10,46.20
2020-10-01,검역,0,1517,6,1386,131,0,6,-
2020-10-01,제주,0,59,0,55,4,0,0,8.80
2020-10-01,경남,0,291,0,276,15,0,0,8.66
2020-10-01,경북,56,1556,5,1445,55,5,0,58.44
2020-10-01,전남,2,170,1,155,13,1,0,9.12
2020-10-01,전북,0,128,0,107,21,0,0,7.04
2020-10-01,충남,6,487,3,422,59,3,0,22.95
2020-10-01,충북,1,172,1,144,27,1,0,10.75
2020-10-01,강원,3,224,0,212,9,0,0,14.54
2020-10-01,경기,74,4405,21,3921,410,17,4,33.24
2020-10-01,세종,0,76,0,67,9,0,0,22.20
2020-10-01,울산,2,147,0,137,8,0,0,12.82
2020-10-01,대전,4,360,0,326,30,0,0,24.42
2020-10-01,광주,3,495,0,477,15,0,0,33.98
2020-10-01,인천,8,919,3,825,86,3,0,31.09
2020-10-01,대구,195,7133,1,6917,21,1,0,292.76
2020-10-01,부산,4,427,6,361,62,6,0,12.52
2020-10-01,서울,57,5323,30,4433,833,30,0,54.69
2020-10-01,합계,415,23889,77,21666,1808,67,10,46.08
2020-09-30,검역,0,1511,5,1385,126,0,5,-
2020-09-30,제주,0,59,0,55,4,0,0,8.80
2020-09-30,경남,0,291,0,273,18,0,0,8.66
2020-09-30,경북,56,1551,6,1441,54,4,2,58.25
2020-09-30,전남,2,169,0,153,14,0,0,9.06
2020-09-30,전북,0,128,3,106,22,2,1,7.04
2020-09-30,충남,6,484,5,417,61,1,4,22.80
2020-09-30,충북,1,171,0,144,26,0,0,10.69
2020-09-30,강원,3,224,0,212,9,0,0,14.54
2020-09-30,경기,74,4384,26,3898,412,21,5,33.09
2020-09-30,세종,0,76,0,67,9,0,0,22.20
2020-09-30,울산,2,147,1,137,8,1,0,12.82
2020-09-30,대전,4,360,2,322,34,0,2,24.42
2020-09-30,광주,3,495,3,476,16,3,0,33.98
2020-09-30,인천,8,916,4,822,86,4,0,30.99
2020-09-30,대구,194,7132,2,6916,22,1,1,292.72
2020-09-30,부산,4,421,5,351,66,5,0,12.34
2020-09-30,서울,56,5293,51,4416,821,51,0,54.38
2020-09-30,합계,413,23812,113,21591,1808,93,20,45.93
2020-09-30,검역,0,1511,5,1385,126,0,5,-
2020-09-30,제주,0,59,0,55,4,0,0,8.80
2020-09-30,경남,0,291,0,273,18,0,0,8.66
2020-09-30,경북,56,1551,6,1441,54,4,2,58.25
2020-09-30,전남,2,169,0,153,14,0,0,9.06
2020-09-30,전북,0,128,3,106,22,2,1,7.04
2020-09-30,충남,6,484,5,417,61,1,4,22.80
2020-09-30,충북,1,171,0,144,26,0,0,10.69
2020-09-30,강원,3,224,0,212,9,0,0,14.54
2020-09-30,경기,74,4384,26,3898,412,21,5,33.09
2020-09-30,세종,0,76,0,67,9,0,0,22.20
2020-09-30,울산,2,147,1,137,8,1,0,12.82
2020-09-30,대전,4,360,2,322,34,0,2,24.42
2020-09-30,광주,3,495,3,476,16,3,0,33.98
2020-09-30,인천,8,916,4,822,86,4,0,30.99
2020-09-30,대구,194,7132,2,6916,22,1,1,292.72
2020-09-30,부산,4,421,5,351,66,5,0,12.34
2020-09-30,서울,56,5293,51,4415,822,51,0,54.38
2020-09-30,합계,413,23812,113,21590,1809,93,20,45.93
2020-09-29,검역,0,1506,9,1382,124,0,9,-
2020-09-29,제주,0,59,0,55,4,0,0,8.80
2020-09-29,경남,0,291,0,269,22,0,0,8.66
2020-09-29,경북,55,1545,2,1432,58,2,0,58.03
2020-09-29,전남,1,169,0,149,19,0,0,9.06
2020-09-29,전북,0,125,0,96,29,0,0,6.88
2020-09-29,충남,5,479,2,404,70,0,2,22.57
2020-09-29,충북,1,171,1,143,27,1,0,10.69
2020-09-29,강원,3,224,0,212,9,0,0,14.54
2020-09-29,경기,73,4358,10,3855,430,6,4,32.89
2020-09-29,세종,0,76,0,67,9,0,0,22.20
2020-09-29,울산,2,146,0,135,9,0,0,12.73
2020-09-29,대전,4,358,0,318,36,0,0,24.29
2020-09-29,광주,3,492,0,474,15,0,0,33.78
2020-09-29,인천,8,912,0,813,91,0,0,30.85
2020-09-29,대구,194,7130,0,6914,22,0,0,292.63
2020-09-29,부산,4,416,3,351,61,3,0,12.19
2020-09-29,서울,54,5242,11,4401,787,11,0,53.86
2020-09-29,합계,407,23699,38,21470,1822,23,15,45.71
2020-09-28,검역,0,1497,7,1378,119,0,7,-
2020-09-28,제주,0,59,0,52,7,0,0,8.80
2020-09-28,경남,0,291,1,266,25,0,1,8.66
2020-09-28,경북,55,1543,4,1427,61,3,1,57.95
2020-09-28,전남,1,169,0,148,20,0,0,9.06
2020-09-28,전북,0,125,0,95,30,0,0,6.88
2020-09-28,충남,5,477,0,400,72,0,0,22.47
2020-09-28,충북,1,170,1,142,27,1,0,10.63
2020-09-28,강원,3,224,1,209,12,1,0,14.54
2020-09-28,경기,72,4348,14,3798,478,13,1,32.81
2020-09-28,세종,0,76,0,67,9,0,0,22.20
2020-09-28,울산,2,146,1,134,10,1,0,12.73
2020-09-28,대전,4,358,0,316,38,0,0,24.29
2020-09-28,광주,3,492,0,473,16,0,0,33.78
2020-09-28,인천,8,912,1,798,106,1,0,30.85
2020-09-28,대구,194,7130,0,6912,24,0,0,292.63
2020-09-28,부산,4,413,1,347,62,1,0,12.10
2020-09-28,서울,54,5231,19,4330,847,19,0,53.74
2020-09-28,합계,406,23661,50,21292,1963,40,10,45.64
2020-09-27,검역,0,1490,11,1377,113,0,11,-
2020-09-27,제주,0,59,0,52,7,0,0,8.8
2020-09-27,경남,0,290,1,266,24,0,1,8.63
2020-09-27,경북,55,1539,6,1427,57,6,0,57.8
2020-09-27,전남,1,169,1,149,19,0,1,9.06
2020-09-27,전북,0,125,2,93,32,1,1,6.88
2020-09-27,충남,4,477,2,393,80,1,1,22.47
2020-09-27,충북,1,169,2,141,27,2,0,10.57
2020-09-27,강원,3,223,0,208,12,0,0,14.48
2020-09-27,경기,70,4334,21,3775,489,18,3,32.71
2020-09-27,세종,0,76,1,67,9,0,1,22.2
2020-09-27,울산,2,145,0,134,9,0,0,12.64
2020-09-27,대전,3,358,0,313,42,0,0,24.29
2020-09-27,광주,3,492,2,473,16,0,2,33.78
2020-09-27,인천,8,911,9,795,108,9,0,30.82
2020-09-27,대구,194,7130,0,6912,24,0,0,292.63
2020-09-27,부산,4,412,3,347,61,3,0,12.08
2020-09-27,서울,53,5212,34,4326,833,33,1,53.55
2020-09-27,합계,401,23611,95,21248,1962,73,22,45.54
2020-09-26,검역,0,1479,9,1373,106,0,9,-
2020-09-26,제주,0,59,0,52,7,0,0,8.80
2020-09-26,경남,0,289,1,265,24,1,0,8.60
2020-09-26,경북,55,1533,3,1426,52,3,0,57.58
2020-09-26,전남,0,168,0,140,28,0,0,9.01
2020-09-26,전북,0,123,3,93,30,3,0,6.77
2020-09-26,충남,4,475,0,385,86,0,0,22.38
2020-09-26,충북,1,167,0,141,25,0,0,10.44
2020-09-26,강원,3,223,0,208,12,0,0,14.48
2020-09-26,경기,69,4313,14,3748,496,13,1,32.55
2020-09-26,세종,0,75,0,65,10,0,0,21.91
2020-09-26,울산,2,145,0,132,11,0,0,12.64
2020-09-26,대전,3,358,1,310,45,0,1,24.29
2020-09-26,광주,3,490,0,469,18,0,0,33.64
2020-09-26,인천,8,902,1,792,102,1,0,30.51
2020-09-26,대구,194,7130,1,6909,27,1,0,292.63
2020-09-26,부산,4,409,2,342,63,2,0,11.99
2020-09-26,서울,53,5178,26,4316,809,25,1,53.20
2020-09-26,합계,399,23516,61,21166,1951,49,12,45.36
2020-09-26,검역,0,1479,9,1373,106,9,0,-
2020-09-26,제주,0,59,0,52,7,0,0,8.80
2020-09-26,경남,0,289,1,265,24,0,1,8.60
2020-09-26,경북,55,1533,3,1426,52,0,3,57.58
2020-09-26,전남,0,168,0,140,28,0,0,9.01
2020-09-26,전북,0,123,3,93,30,0,3,6.77
2020-09-26,충남,4,475,0,385,86,0,0,22.38
2020-09-26,충북,1,167,0,141,25,0,0,10.44
2020-09-26,강원,3,223,0,208,12,0,0,14.48
2020-09-26,경기,69,4313,14,3748,496,1,13,32.55
2020-09-26,세종,0,75,0,65,10,0,0,21.91
2020-09-26,울산,2,145,0,132,11,0,0,12.64
2020-09-26,대전,3,358,1,310,45,1,0,24.29
2020-09-26,광주,3,490,0,469,18,0,0,33.64
2020-09-26,인천,8,902,1,792,102,0,1,30.51
2020-09-26,대구,194,7130,1,6909,27,0,1,292.63
2020-09-26,부산,4,409,2,342,63,0,2,11.99
2020-09-26,서울,53,5178,26,4316,809,1,25,53.20
2020-09-26,합계,399,23516,61,21166,1951,12,49,45.36
2020-09-25,검역,0,1470,6,1372,98,0,6,-
2020-09-25,제주,0,59,0,50,9,0,0,8.80
2020-09-25,경남,0,288,1,261,27,1,0,8.57
2020-09-25,경북,55,1530,6,1425,50,4,2,57.46
2020-09-25,전남,0,168,0,135,33,0,0,9.01
2020-09-25,전북,0,120,3,93,27,3,0,6.60
2020-09-25,충남,3,475,1,379,93,0,1,22.38
2020-09-25,충북,1,167,3,140,26,1,2,10.44
2020-09-25,강원,3,223,1,206,14,1,0,14.48
2020-09-25,경기,68,4299,27,3700,531,26,1,32.44
2020-09-25,세종,0,75,1,65,10,0,1,21.91
2020-09-25,울산,2,145,0,132,11,0,0,12.64
2020-09-25,대전,3,357,0,310,44,0,0,24.22
2020-09-25,광주,3,490,2,463,24,0,2,33.64
2020-09-25,인천,8,901,3,785,108,1,2,30.48
2020-09-25,대구,193,7129,0,6899,37,0,0,292.59
2020-09-25,부산,4,407,3,335,68,2,1,11.93
2020-09-25,서울,52,5152,57,4228,872,56,1,52.93
2020-09-25,합계,395,23455,114,20978,2082,95,19,45.24
2020-09-24,검역,0,1464,5,1371,93,0,5,-
2020-09-24,제주,0,59,1,49,10,0,1,8.80
2020-09-24,경남,0,287,1,259,28,1,0,8.54
2020-09-24,경북,55,1524,2,1423,46,2,0,57.24
2020-09-24,전남,0,168,1,134,34,0,1,9.01
2020-09-24,전북,0,117,1,92,25,1,0,6.44
2020-09-24,충남,3,474,1,369,102,1,0,22.33
2020-09-24,충북,1,164,2,139,24,1,1,10.25
2020-09-24,강원,3,222,2,204,15,2,0,14.41
2020-09-24,경기,68,4272,48,3667,537,43,5,32.24
2020-09-24,세종,0,74,3,65,9,0,3,21.62
2020-09-24,울산,2,145,0,131,12,0,0,12.64
2020-09-24,대전,3,357,1,309,45,1,0,24.22
2020-09-24,광주,3,488,0,451,34,0,0,33.50
2020-09-24,인천,8,898,10,776,114,10,0,30.38
2020-09-24,대구,193,7129,1,6888,48,1,0,292.59
2020-09-24,부산,4,404,7,332,68,7,0,11.84
2020-09-24,서울,50,5095,39,4173,872,39,0,52.34
2020-09-24,합계,393,23341,125,20832,2116,109,16,45.02
2020-09-24,검역,0,1464,5,1371,93,0,5,-
2020-09-24,제주,0,59,1,49,10,1,0,8.80
2020-09-24,경남,0,287,1,259,28,1,0,8.54
2020-09-24,경북,55,1524,2,1423,46,2,0,57.24
2020-09-24,전남,0,168,1,134,34,0,1,9.01
2020-09-24,전북,0,117,1,92,25,1,0,6.44
2020-09-24,충남,3,474,1,369,102,1,0,22.33
2020-09-24,충북,1,164,2,139,24,1,1,10.25
2020-09-24,강원,3,222,2,204,15,2,0,14.41
2020-09-24,경기,68,4272,48,3667,537,43,5,32.24
2020-09-24,세종,0,74,3,65,9,0,3,21.62
2020-09-24,울산,2,145,0,131,12,0,0,12.64
2020-09-24,대전,3,357,1,309,45,1,0,24.22
2020-09-24,광주,3,488,0,451,34,0,0,33.50
2020-09-24,인천,8,898,10,776,114,10,0,30.38
2020-09-24,대구,193,7129,1,6888,48,1,0,292.59
2020-09-24,부산,4,404,7,332,68,7,0,11.84
2020-09-24,서울,50,5095,39,4173,872,39,0,52.34
2020-09-24,합계,393,23341,125,20832,2116,110,15,45.02
2020-09-23,검역,0,1459,6,1366,93,0,6,-
2020-09-23,제주,0,58,0,47,11,0,0,8.65
2020-09-23,경남,0,286,0,257,29,0,0,8.51
2020-09-23,경북,55,1522,6,1420,47,6,0,57.16
2020-09-23,전남,0,167,0,129,38,0,0,8.96
2020-09-23,전북,0,116,1,91,25,0,1,6.38
2020-09-23,충남,2,473,5,358,113,4,1,22.29
2020-09-23,충북,1,162,2,137,24,2,0,10.13
2020-09-23,강원,3,220,1,203,14,1,0,14.28
2020-09-23,경기,65,4224,30,3613,546,28,2,31.88
2020-09-23,세종,0,71,0,65,6,0,0,20.74
2020-09-23,울산,2,145,2,127,16,2,0,12.64
2020-09-23,대전,3,356,0,302,51,0,0,24.15
2020-09-23,광주,3,488,2,441,44,2,0,33.50
2020-09-23,인천,8,888,5,772,108,5,0,30.04
2020-09-23,대구,193,7128,3,6885,50,3,0,292.55
2020-09-23,부산,4,397,7,327,66,6,1,11.64
2020-09-23,서울,49,5056,40,4110,897,40,0,51.94
2020-09-23,합계,388,23216,110,20650,2178,99,11,44.78
2020-09-22,검역,0,1453,2,1357,96,0,2,-
2020-09-22,제주,0,58,0,45,13,0,0,8.65
2020-09-22,경남,0,286,1,255,31,1,0,8.51
2020-09-22,경북,55,1516,4,1420,41,4,0,56.94
2020-09-22,전남,0,167,0,120,47,0,0,8.96
2020-09-22,전북,0,115,0,89,26,0,0,6.33
2020-09-22,충남,2,468,0,353,113,0,0,22.05
2020-09-22,충북,1,160,2,137,22,2,0,10.00
2020-09-22,강원,3,219,2,195,21,2,0,14.22
2020-09-22,경기,65,4194,20,3551,578,14,6,31.65
2020-09-22,세종,0,71,1,64,7,0,1,20.74
2020-09-22,울산,2,143,1,124,17,1,0,12.47
2020-09-22,대전,3,356,0,298,55,0,0,24.15
2020-09-22,광주,3,486,0,432,51,0,0,33.36
2020-09-22,인천,8,883,2,768,107,2,0,29.87
2020-09-22,대구,193,7125,0,6874,58,0,0,292.43
2020-09-22,부산,4,390,5,325,61,5,0,11.43
2020-09-22,서울,49,5016,21,4034,933,20,1,51.53
2020-09-22,합계,388,23106,61,20441,2277,51,10,44.57
2020-09-21,검역,0,1451,10,1355,96,0,10,-
2020-09-21,제주,0,58,0,45,13,0,0,8.65
2020-09-21,경남,0,285,2,254,31,2,0,8.48
2020-09-21,경북,55,1512,1,1411,46,1,0,56.79
2020-09-21,전남,0,167,0,118,49,0,0,8.96
2020-09-21,전북,0,115,0,88,27,0,0,6.33
2020-09-21,충남,2,468,0,348,118,0,0,22.05
2020-09-21,충북,1,158,2,136,21,2,0,9.88
2020-09-21,강원,3,217,0,195,19,0,0,14.09
2020-09-21,경기,63,4174,18,3457,654,18,0,31.50
2020-09-21,세종,0,70,0,64,6,0,0,20.45
2020-09-21,울산,2,142,0,117,23,0,0,12.38
2020-09-21,대전,3,356,2,291,62,2,0,24.15
2020-09-21,광주,3,486,1,423,60,0,1,33.36
2020-09-21,인천,8,881,2,764,109,1,1,29.80
2020-09-21,대구,193,7125,1,6873,59,0,1,292.43
2020-09-21,부산,4,385,8,324,57,8,0,11.28
2020-09-21,서울,48,4995,23,3985,962,21,2,51.32
2020-09-21,합계,385,23045,70,20248,2412,55,15,44.45
2020-09-20,검역,0,1441,6,1353,88,0,6,-
2020-09-20,제주,0,58,0,45,13,0,0,8.65
2020-09-20,경남,0,283,1,252,31,1,0,8.42
2020-09-20,경북,55,1511,5,1410,46,4,1,56.75
2020-09-20,전남,0,167,0,115,52,0,0,8.96
2020-09-20,전북,0,115,0,87,28,0,0,6.33
2020-09-20,충남,2,468,1,346,120,1,0,22.05
2020-09-20,충북,1,156,1,133,22,1,0,9.75
2020-09-20,강원,3,217,0,194,20,0,0,14.09
2020-09-20,경기,62,4156,26,3416,678,24,2,31.37
2020-09-20,세종,0,70,0,64,6,0,0,20.45
2020-09-20,울산,2,142,1,116,24,1,0,12.38
2020-09-20,대전,3,354,2,291,60,1,1,24.01
2020-09-20,광주,3,485,0,422,60,0,0,33.29
2020-09-20,인천,8,879,3,761,110,3,0,29.73
2020-09-20,대구,193,7124,2,6872,59,2,0,292.39
2020-09-20,부산,4,377,6,320,53,6,0,11.05
2020-09-20,서울,47,4972,28,3961,964,28,0,51.08
2020-09-20,합계,383,22975,82,20158,2434,72,10,44.31
2020-09-19,검역,0,1435,1,1351,84,0,1,-
2020-09-19,제주,0,58,0,45,13,0,0,8.65
2020-09-19,경남,0,282,1,250,32,0,1,8.39
2020-09-19,경북,55,1506,4,1410,41,4,0,56.56
2020-09-19,전남,0,167,0,110,57,0,0,8.96
2020-09-19,전북,0,115,1,85,30,1,0,6.33
2020-09-19,충남,2,467,4,339,126,4,0,22.00
2020-09-19,충북,1,155,1,131,23,1,0,9.69
2020-09-19,강원,3,217,0,192,22,0,0,14.09
2020-09-19,경기,59,4130,41,3355,716,41,0,31.17
2020-09-19,세종,0,70,0,64,6,0,0,20.45
2020-09-19,울산,2,141,0,108,31,0,0,12.29
2020-09-19,대전,3,352,2,290,59,2,0,23.88
2020-09-19,광주,3,485,0,412,70,0,0,33.29
2020-09-19,인천,8,876,11,757,111,11,0,29.63
2020-09-19,대구,192,7122,2,6867,63,2,0,292.31
2020-09-19,부산,4,371,2,316,51,2,0,10.87
2020-09-19,서울,46,4944,40,3888,1010,38,2,50.79
2020-09-19,합계,378,22893,110,19970,2545,106,4,44.15
2020-09-18,검역,0,1434,2,1341,93,0,2,-
2020-09-18,제주,0,58,2,45,13,1,1,8.65
2020-09-18,경남,0,281,4,246,35,3,1,8.36
2020-09-18,경북,55,1502,5,1407,40,5,0,56.41
2020-09-18,전남,0,167,0,100,67,0,0,8.96
2020-09-18,전북,0,114,8,79,35,7,1,6.27
2020-09-18,충남,2,463,6,335,126,3,3,21.81
2020-09-18,충북,1,154,3,126,27,3,0,9.63
2020-09-18,강원,3,217,0,188,26,0,0,14.09
2020-09-18,경기,59,4089,37,3296,734,32,5,30.86
2020-09-18,세종,0,70,0,64,6,0,0,20.45
2020-09-18,울산,1,141,0,108,32,0,0,12.29
2020-09-18,대전,3,350,3,287,60,2,1,23.74
2020-09-18,광주,3,485,0,400,82,0,0,33.29
2020-09-18,인천,8,865,6,738,119,4,2,29.26
2020-09-18,대구,192,7120,2,6859,69,2,0,292.22
2020-09-18,부산,4,369,2,311,54,1,1,10.82
2020-09-18,서울,46,4904,46,3841,1017,46,0,50.38
2020-09-18,합계,377,22783,126,19771,2635,109,17,43.94
2020-09-17,검역,0,1432,2,1328,104,0,2,-
2020-09-17,제주,0,56,0,45,11,0,0,8.35
2020-09-17,경남,0,277,3,241,36,3,0,8.24
2020-09-17,경북,55,1497,6,1405,37,6,0,56.23
2020-09-17,전남,0,167,1,93,74,0,1,8.96
2020-09-17,전북,0,106,0,78,28,0,0,5.83
